상세검색_서비스분야,상세검색_지원형태,상세검색_신청방법,지원형태,신청기간,접수기관,전화문의,지원대상,선정기준,지원내용,신청방법,제출서류,문의처,관계법령,최종수정일
주거-자립,기타,타사이트신청,기타,접수기관 별 상이,한국토지주택공사,한국토지주택공사 (☎ 1600-1004),"사업유형별 지원대상(순위별) *우선순위는 별도확인 필요 1. 일반 매입임대주택○ 입주대상 : 입주자 선정기준일에 해당 사업대상지역에 주민등록이 등재된 무주택세대구성원 - 1순위 : 생계·의료급여 수급자, 보호대상 한부모가족, 수급권자 및 차상위계층 중 최저주거기준에 미달하거나 소득 대비 임차료 비율이 30%이상인 자, 국민기초생활보장법 제2조제1호 또는 제10호에 해당하는 65세 이상인 자, 장애인등록증이 교부된 자 중 ‘해당세대의 월평균소득이 전년도 도시근로자 가구당 월평균소득’(이하 월평균소득 이라 한다)의 70% 이하(영구임대주택 자산기준 이하)인 자 - 2순위 : 월평균소득 50% 이하(영구임대주택 자산 기준 이하)인 자, 장애인등록증이 교부된 자 중 월평균소득 100% 이하(영구임대주택 자산 기준 이하)인 자 - 3순위 : 월평균소득 70% 이하인 자로서 시장 등이 선정하는 자(5인이상 가구 및 다자녀가구 또는 시장등이 해당물량의 30% 이내에서 입주자를 별도로 선정한 경우에만 해당) 2. 청년 매입임대주택○ 입주대상 : 무주택자 청년(19세~39세) - 1순위 : 생계,주거,의료급여 수급자, 한부모가족, 국민기초생활보장법 제2조제10호에 해당하는 가구의 청년 - 2순위 : 본인과 부모 합산 월평균소득의 100% 이하(국민임대주택 자산기준 이하) - 3순위 :  본인이 월평균소득의 100% 이하(행복주택(청년) 자산기준 이하) 3. 신혼부부 매입임대주택Ⅰ○ 입주대상 : 무주택세대구성원으로서 해당 세대의 월평균 소득이 전년도 도시근로자 가구당 월평균 소득의 70%(배우자가 소득이 있는 경우에는 90%) 이하이고 규칙 제13조제2항에 따라 국토교통부장관이 정하는 국민임대주택의 자산기준을 충족하는 신혼부부, 예비 신혼부부 및 6세 이하 자녀가 있는 한보모가족, 6세 이하 자녀가 있는 혼인가구 - 제1순위 : 임신 중(임신진단서 등으로 확인한다. 이하 같다)이거나 출산(자녀의 기본증명서상 출생신고일 기준으로 확인한다. 이하 같다)·입양(입양신고일 기준으로 확인한다. 이하 같다)하여 자녀(태아를 포함하며 「민법」상 미성년자로 한정한다. 이하 같다)가 있는 경우 - 제2순위 : 자녀가 없는 신혼부부, 예비신혼부부 - 제3순위 : 1,2순위에 해당하지 아니하는 사람 중 6세 이하 자녀가 있는 혼인가구 4. 신혼부부 매입임대주택Ⅱ○ 입주대상 : 무주택세대구성원으로서 해당 세대의 월평균 소득이 전년도 도시근로자 가구당 월평균 소득의 100%(배우자가 소득이 있는 경우에는 120%) 이하이고 규칙 제13조제2항에 따라 국토교통부장관이 정하는 행복주택(신혼부부)의 자산기준을 충족하는 신혼부부, 예비 신혼부부 및 6세 이하 자녀가 있는 한보모가족, 6세 이하 자녀가 있는 혼인가구 - 제1순위 : 임신 중이거나 출산·입양하여 자녀가 있는 경우 - 제2순위 : 자녀가 없는 신혼부부, 예비신혼부부 - 제3순위 : 1,2순위에 해당하지 아니하는 사람 중 6세 이하 자녀가 있는 혼인가구 * 보다 자세한 지원내용은 ""기존주택 매입임대주택 업무처리지침(국토부 훈령 제1281호)""에서 확인 가능","<소득 및 자산 기준> ○ 소득기준 : 무주택세대구성원의 전년도 도시근로자 가구당 월평균 소득 기준(통계청 자료) - 소득 100% 기준: 1인 2,991,631원, 2인 4,562,535원, 3인 6,240,520원, 4인 7,094,205원, 5인 7,094,205원 (6인 이상은 1인 추가 시384,376원 합산) ○ 자산기준  - 총자산 : 21,500만원(소득2분위_영구임대), 30,700만원(소득3분위_국민임대, 행복주택 신혼부부), 25,400만원(30~39세가구_행복주택 청년), 7,200만원(30세미만 가구_행복주택 대학생) - 자동차 가액 : 3,496만원 ○ 부동산 기준  - 부동산 가액 : 21,550만원(분양전환)",○ 도심내 최저소득계층이 현 생활권에서 저렴한 주거비 부담으로 거주할 수 있도록 공공사업자가 다가구주택 등을 매입하여 임대,"방문, 인터넷",매입임대주택 공급신청서신분증주민등록등본(분리된 배우자의 주민등록등본 포함)개인정보 수집이용 및 제3자 제공 동의서,,,2022-06-28
주거-자립,기타,타사이트신청,서비스기타,상시신청,시군 여성새로일하기센터,수원영통여성새일센터 (☎ 031-206-1919)성남여성새일센터 (☎ 031-718-6696),"○  사업해당 시군에 거주, 미성년 자녀가 일하는 가정(중위소득 120% 이하)",,○ 여성새일센터를 통해 양성된 정리수납전문가를 일하는 가정에 연계하여 주거공간개선 서비스 제공 및  중장년 여성 일자리 창출,○ 온/오프라인 신청  -  경기도 내 운영중인 시군 소관 여성새일센터로 연락처하여 홈페이지 또는 방문 신청,"건겅보험납부증명서, 재직증명서 등",,,2022-07-04
주거-자립,기타,타사이트신청,기타,상시신청,주민센터,여성가족과 (☎ 041-840-2581),"○ 공주시 외 타 시군에서 1년 이상 주민등록 후 공주시로 전입한 관내 고등학생, 대학(원)생, 정부기관 및 공공기관 근로자",,"○ 지원대상 - 관외에서 1년 이상 주민등록 후 공주시로 전입하는 자 - 관내 소재 고등학교 재학생, 대학(원)생, 정부기관 및 공공기관 근로자 ○ 지원금액  - 관내 소재 대학교 재학생 : 월 7만원  - 관내 소재 고등학교 재학생 및 공공기관 근로자 : 연 40만원(신청 시 20만원, 1년 후 20만원, 이후 6개월마다 20만원)  ○ 지원방법 : 공주페이 ○ 지원기간 - 고등학생 : 졸업시까지 - 근로 : 최대 3년 지원 후 종료 - 대학생 : 졸업시까지, 최대 4년",○ 온라인 신청  - 공주시청(https://www.gongju.go.kr/kr/sub06_01_06_05_01.do) ○ 방문 신청 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,"신청서, 재학증명서 혹은 재직증명서",,,2022-07-08
주거-자립,기타,타사이트신청,기타,개별공고에 따라 신청,지방중소벤처기업청,중소벤처기업부 일자리정책과 (☎ 044-204-7448),"○ 중소기업에 재직중인 근로자로서 중소기업에서 5년 이상 근무하거나 동일한 중소기업에 3년 이상 근무한 경력을 가지고 있는 무주택 세대구성원 * 과거 근무경력을 포함하여 중소기업 재직기간이 5년 이상(동일한 중소기업에 3년이상)이어야 하며, 4대보험 가입내역서 등으로 입증해야 함 * 공고한 날을 기준으로 무주택이어야 하며, 주택 보유사실 은폐·서류 위조 등의 경우 선정 및 계약 취소됨",○ 중소기업 재직기간과 기타 정책적 우대사항 등을 고려하여 추천,○ 주거 전용면적 85㎡ 이하인 국민･민영･공공주택 및 국민임대주택 등의 분양 또는 임대 우선권 부여,○ 공고별 신청기간 내에 산학인 시스템(https://www.smes.go.kr/sanhakin/) 온라인 접수,"신청서, 서약서, 중소기업 4대보험 가입내역서 등＊ 신청서류는 해당 지방중소벤처기업청 홈페이지 및 산학인 사이트(https://www.smes.go.kr/sanhakin/) 공고문 참조",,,2022-07-05
주거-자립,기타,방문신청,기타,LH공사 서비스담당자 확인필요,LH공사,LH마이홈 (☎ 1600-1004),< 특별공급 대상 >○ 입주대상 : 한부모가족지원법상 지원 대상 한부모가족 - 입주자모집공고일 기준 무주택세대구성원(세대주 및 세대주와 동일 주민등록표등본에 등재되어 있는 직계존･비속인 세대원) ○ 분양대상 : 한국토지주택공사 및 민간 주택사업자 등의 임대주택 - 한국토지주택공사: 각 지역본부와 협의하여 공급 물량 파악 - 민간 주택사업자 등: 사업계획 수립 및 승인 단계에서 공급 물량 파악,○ 입주대상 : 한부모가족지원법상 지원 대상 한부모가족 - 입주자모집공고일 기준 무주택세대구성원(세대주 및 세대주와 동일 주민등록표등본에 등재되어 있는 직계존･비속인 세대원) ○ 시.도지사가 지원 우선순위를 정하여 특별공급대상 한부모 선정 - 선정 기준은‘특별공급 배점기준표’를 참고하여 지역 사정에 따라 수정 가능,○ 한부모가족 임대주택 특별공급,"1 물량파악 ○ 한국토지주택공사, 민간 주택사업자의 공급물량 파악 2. 확보 ○ 한국토지주택공사 공급분  -  시･도지사가 한국토지주택공사 지역본부장･지사장과 협의하여 확정 ○ 민간주택사업자 등 공급분  - 시･도지사가 국민주택 등에 해당하는 주택의 공급계획을 수립하거나 민간업체의 국민주택 등 공급계획에 대하여 승인할 때 협의･확정 3.  신청접수 ○ 읍･면･동장은 임대주택의 공급 계획 등을 공고하고 한부모가족의 임대주택 특별공급 신청서를 접수한다.   - 접수일자, 선정 기준 등은 임대주택 공급일정 등을 고려하여 시･도지사가 정한다.","- 특별공급 주택 신청서, 개인정보 수집･이용 동의서 - 한부모가족 증명서, 장애인 증명서(해당자) 등",,,2022-06-27
주거-자립,기타,방문신청,기타,접수기관 별 상이,"가족센터, 건강가정지원센터",건강가정지원센터 (☎ 1577-9337),○ 중위소득 100% 이하 취약·위기가족 - 가족기능이 취약한 한부모·조손가족 등 - 가족기능 및 역량 강화를 위해 지원이 필요한 저소득 취약가족 ○ 긴급 위기가족  - 재난·사고 등 경제적 및 사회적 위기 사건을 직면한 위기가족,○ 중위소득 100% 이하 한부모·조손가족 등 취약·위기가족 ○ 긴급 위기가족 : 재난·사고 등 경제적 및 사회적 위기 사건을 직면한 위기가족,"○ 심리·경제적 자립, 역량 강화를 위한 지속적인 사례관리 ○ 부모교육, 가족관계, 자녀 양육 교육 등 프로그램 및 자조모임 ○ 정보제공 및 지역사회 자원 활용·연계 ○ 자녀 학습·정서지원 : 초등학교(1~6학년) 재학 또는 이에 상응하는 연령대의 조손가족 손자녀 및 한 부모 가족 ○ 생활가사지원 : 65세 이상의 가구주 또는 그의 배우자와 만 18세 미만 손자녀가 생계·주거를 함께 하는 저소득 조손가족으로 조부모의 건강 악화 등으로 일상생활이 어려운 가구",방문,신청서 등,,,2022-06-27
주거-자립,기타,방문신청,기타,하나원 교육기간 중 신청,북한이탈주민정착지원사무소(하나원),통일부 교육기획과 (☎ 031-670-9327),"○ 북한이탈주민으로 보호 ""또는 비보호"" 결정된 자",○ 북한이탈주민 중 정착지원법 제8조에 따른 보호 대상자,"○ 보호 결정에 의거 단독세대 및 가족 세대로 결정된 사람. - 북한이탈주민 정착지원 사무소(하나원) 교육(3개월) 중인 북한이탈주민으로부터 희망지역을 접수하여 하나원 교육기간동안 거주할 임대주택(LH, SH 등) 제공(초기 알선)",하나원에서 신청,,,,2022-07-11
주거-자립,기타,방문신청,기타,연중,시·군·구청,농림축산식품부 경영인력과 (☎ 044-201-1540),○ 귀농인의 집에 거주하면서 주택과 농지를 확보한 후 현지에 정착하고자 하는 자는 누구나 가능,○ 귀농교육을 이수한 자에게 우선 순위 부여 ○ 가족(부부 등)과 함께 입주하고자 하는 경우 우선순위 부여 ○ 해당 시군에서 농촌에서 살아보기 프로젝트 참여형을 완수한 청년층이 입주려는 경우 우선순위 부여,"○ 시장,군수는 농어촌지역의 빈집 등을 수리하거나, 이동식 주택을 설치하여 귀농인에게 임대해주고 일정기간(7년) 후 소유주에게 반납",운영 지자체 문의 필요,운영 지자체 문의 필요,,,2021-10-18
주거-자립,기타,방문신청,기타,상시신청,주민센터,광주광역시 주택정책과 (☎ 062-613-4831),"○ 장애인, 독거노인, 조손가정 등 사회취약계층 대상자",,"○ 사업내용 - 종합적인 주택개보수를 통한 주거환경 개선 - 도배·장판·방문·대문 등 교체, 천장·화장실·주방 등 리모델링 실시 ○ 추진방법 : 민간단체와 협력한 행복한 목수 봉사단 운영",○ 방문 신청 - 동행정복지센터 : 거주지 관할 읍면동 행정복지센터에 방문 신청 (모집기간 내),신청서 및 자격조건 관련 서류 등(행정복지센터 구비서류 비치),,,2022-02-07
주거-자립,기타,방문신청,서비스기타,상시신청,주민센터,경기도 복지사업과 (☎ 031-8008-5684),"○저소득가구 중위소득 50% 이내(독거노인, 장애인 우선)",,"○도내 청소 자활기업이 저소득 취약계층에게 청소 서비스 제공 - 기본청소(먼지제거, 바닥청소) - 주방청소(싱크대청소, 가스레인지 및 후드청소) - 욕실청소(욕실바닥, 세면대 및 변기청소) - 소독·방역(해충구제 및 소독)","○관할 행정복지센터 문의, 신청",,,,2022-07-07
주거-자립,기타,방문신청,현금기타,상시신청,주민센터,주민복지과 (☎ 061-380-3307),○ 저소득층(차상위계층 이하),,"○ 담양군 거주 차상위계층이하 저소득층으로서 주거환경 개선이 필요한 자 중 우선순위 선정 - 외부화장실 실내이전설치 - 노후주택 개보수 사업 ○ 실내화장실 이전설치 최대 5백만원, 노후주택개보수 최대 3,500만원 이하","○ 방문 신청  - 주민센터 : 읍면사무소 전화, 방문신청",,,,2022-07-15
주거-자립,기타,방문신청,기타,2022.01.01~2022.06.30,주민센터,보성군청 도시개발과 (☎ 061-850-5592),"○ 주거약자(기초생활수급자, 차상위 계층, 국가유공자, 독립유공자)",,"○ 주택 개보수 지원 : 가구당 2,500만원 내외 - 주거안전(구조, 전기, 누수, 방수 등) - 생활편의(난방, 화장실, 수도, 창호 등)",○ 방문 신청  - 주민센터 : 주민센터 방문 및 주민센터 담당자 추천 - 구비서류 : 행복둥지사업 현지조사서 및 대상 주택 사진,"행복둥지사업 신청서(신청서, 현지조사서, 주택 사진 등) 및 자가 입증서류(건축물 등기 및 대장 등)",,,2022-07-19
주거-자립,기타,방문신청,기타,상시신청,"서초어르신행복e음센터, 방배노인종합복지관",어르신행복과 (☎ 02-2155-8861),○ 주거환경 취약한 독거어르신,,"○ 주거환경 취약한 독거어르신 맞춤형 주거환경개선 지원(화장실안전바, 방충망 등)","○ 방문 신청 - 기타 : 수행기관 (서초어르신행복e음센터, 방배노인종합복지관)",,,,2022-02-07
주거-자립,기타,방문신청,기타,공실 발생시 모집 공고,군산시귀농귀촌지원센터,농촌지원과 (☎ 063-454-5233)군산시귀농귀촌지원센터 (☎ 063-453-0788),"○ 예비귀농귀촌인, 귀농귀촌인",,"○ 군산시 전입을 희망하는 예비 귀농귀촌인에게 임시거주시설 지원   - 입주우대조건 : 귀농귀촌교육수료자, 귀농귀촌계획서 제출자 등   - 입주조건 : 1년 범위 내에서 거주(공과금 개별부담, 임차료 3만원, 보증금 30~50만원 내 입주기간별 차등)","○ 방문 신청 : 군산시귀농귀촌지원센터(군산시 개정면 운회길 32, 농업인회관 2층)○ 이메일 신청 : gsreturnfarm@naver.com",- 입주 신청서- 주민등록 등초본(3년간 주소이력 포함)- 귀농귀촌교육 이수증- 귀농귀촌 계획서 등,,,2022-01-27
주거-자립,기타,방문신청,현물기타,1~2월 공고,주민센터,관광개발국 지역개발과 (☎ 061-540-3872),"○ 진도군 관내에 거주하며, 재래식화장실이나 재래식 부엌을 수세식 화장실, 입식부엌으로 변경하려는 자 - 국민기초생활보장법 제2조에 의한 기준중위소득 44퍼센트 이상 60퍼센트 이하인 자 - 장애인·고령자 등 주거약자 지원에 관한 법률 제2조에 따른 주거약자  - 「국민기초생활보장법」 제2조에 따른 수급권자 및 차상위",,○ 주거환경이 열악하여 주택정비가 필요한 관내 주민을 대상으로 재래식 화장실 및 부엌을 수세식 화장실 및 입식부엌으로 개량,○ 방문 신청  : 읍·면 사무소(주민센터) 방문신청,1. 신청서2. 주거실태 현황 조사서3. 개인정보 수집·이용 동의서4. 수급자 및 차상위계층 증명서5.(대리신청시)주택개량 동의서,,,2022-07-17
